Batch ID,Batch Name,Coffee Variety,Harvest Date,Fermentation Method,Type of Water Used,Additives for fermentation,SCA Score,Fermentation Records,Average Temp,Average PH,Average Brix,Average Humidity,Fermentation Weather,Fermentation Start,Fermentation End,Drying Records,Drying Start Date/Time,Drying End Date/Time,Form Submitted Date/Time,Form Modified Date/Time,Average Drying Temp,Average Drying Humidity,Barrel Open in (Hour),Barrel Close in (Hour),Pre-fermentation for Honey,Pre-fermentation Details (Hour) for Honey
Batch 3190,Batch 3190,Special,06/26/2024,Honey,,None,87,"ferm_Batch 3190_2024-06-24T09:53:06.379707,ferm_Batch 3190_2024-06-23T08:36:15.379707,ferm_Batch 3190_2024-06-22T04:41:37.379707,ferm_Batch 3190_2024-06-23T19:43:02.379707",22.6,4.459,15.2,60,"Cloudy,Cloudy,Overcast,Cloudy",06/22/2024 12:14 AM,06/26/2024 04:14 AM,"dry_Batch 3190_2024-07-01T08:08:50.379707,dry_Batch 3190_2024-06-30T03:29:22.379707,dry_Batch 3190_2024-07-01T04:42:43.379707",06/26/2024 10:14 AM,07/02/2024 08:14 AM,06/22/2024 03:47 AM,06/26/2024 10:32 AM,26.4,66.374,3,60,No,0
Batch 3191,Batch 3191,Special,04/09/2022,Honey,,Yeast,87,"ferm_Batch 3191_2022-04-08T16:43:54.294758,ferm_Batch 3191_2022-04-08T08:28:44.294758,ferm_Batch 3191_2022-04-08T04:20:59.294758,ferm_Batch 3191_2022-04-05T23:40:21.294758",28.0,4.744,18.1,69,"Sunny,Light Rain,Cloudy,Partly Cloudy",04/05/2022 04:37 PM,04/09/2022 03:37 PM,"dry_Batch 3191_2022-04-10T01:51:52.294758,dry_Batch 3191_2022-04-11T10:54:36.294758,dry_Batch 3191_2022-04-10T13:03:40.294758,dry_Batch 3191_2022-04-12T22:37:05.294758,dry_Batch 3191_2022-04-10T03:10:35.294758",04/09/2022 05:37 PM,04/13/2022 09:37 PM,04/06/2022 02:51 AM,04/10/2022 12:17 AM,24.5,80.226,3,90,Yes,12
Batch 3192,Batch 3192,Special,07/15/2024,Washed,Spring Water,Yeast,84,"ferm_Batch 3192_2024-07-11T16:39:12.801850,ferm_Batch 3192_2024-07-11T15:09:19.801850,ferm_Batch 3192_2024-07-12T15:12:50.801850",22.8,4.349,18.7,60,"Cloudy,Sunny,Rainy,Cloudy",07/10/2024 01:22 PM,07/15/2024 01:22 AM,"dry_Batch 3192_2024-07-17T10:50:13.801850,dry_Batch 3192_2024-07-15T16:17:17.801850,dry_Batch 3192_2024-07-17T20:15:24.801850,dry_Batch 3192_2024-07-17T16:02:57.801850",07/15/2024 02:22 AM,07/20/2024 04:22 PM,07/10/2024 11:19 PM,07/15/2024 05:17 AM,23.7,65.846,,,,
Batch 3193,Batch 3193,Special,02/23/2022,Washed,Spring Water,None,85,"ferm_Batch 3193_2022-02-21T11:36:08.850117,ferm_Batch 3193_2022-02-20T23:02:20.850117,ferm_Batch 3193_2022-02-20T13:56:58.850117,ferm_Batch 3193_2022-02-20T18:52:44.850117",19.8,4.612,18.2,82,"Light Rain,Partly Cloudy,Sunny,Partly Cloudy",02/20/2022 06:29 AM,02/23/2022 08:29 PM,"dry_Batch 3193_2022-02-26T12:36:55.850117,dry_Batch 3193_2022-02-25T20:38:50.850117,dry_Batch 3193_2022-02-27T05:53:05.850117",02/24/2022 01:29 AM,02/27/2022 02:29 PM,02/20/2022 08:31 AM,02/24/2022 04:47 AM,18.7,90.0,,,,
Batch 3194,Batch 3194,Special,02/20/2023,Honey,,None,90,"ferm_Batch 3194_2023-02-17T22:51:50.966987,ferm_Batch 3194_2023-02-19T16:27:54.966987,ferm_Batch 3194_2023-02-18T21:35:16.966987,ferm_Batch 3194_2023-02-18T01:35:28.966987,ferm_Batch 3194_2023-02-17T12:17:51.966987",24.3,4.329,18.0,87,"Cloudy,Rainy,Sunny,Heavy Rain",02/14/2023 08:49 AM,02/20/2023 01:49 AM,"dry_Batch 3194_2023-02-21T17:51:27.966987,dry_Batch 3194_2023-02-20T19:32:33.966987,dry_Batch 3194_2023-02-23T02:14:05.966987,dry_Batch 3194_2023-02-23T02:46:39.966987,dry_Batch 3194_2023-02-20T14:17:44.966987",02/20/2023 12:49 PM,02/23/2023 01:49 PM,02/14/2023 10:29 AM,02/20/2023 09:45 AM,24.2,83.181,1,59,Yes,10
Batch 3195,Batch 3195,Special,11/07/2022,Washed,Well Water,None,84,"ferm_Batch 3195_2022-11-03T13:15:52.313820,ferm_Batch 3195_2022-11-06T07:33:07.313820,ferm_Batch 3195_2022-11-05T03:07:31.313820,ferm_Batch 3195_2022-11-06T16:11:26.313820",20.7,4.572,15.9,66,"Partly Cloudy,Cloudy,Cloudy,Partly Cloudy",11/03/2022 07:23 AM,11/07/2022 09:23 PM,"dry_Batch 3195_2022-11-09T04:11:01.313820,dry_Batch 3195_2022-11-08T12:33:22.313820,dry_Batch 3195_2022-11-12T13:49:06.313820,dry_Batch 3195_2022-11-12T12:31:36.313820",11/07/2022 11:23 PM,11/12/2022 10:23 PM,11/03/2022 12:01 PM,11/08/2022 12:27 AM,18.0,79.796,,,,
Batch 3196,Batch 3196,Special,09/18/2023,Washed,Spring Water,None,85,"ferm_Batch 3196_2023-09-15T12:03:11.684788,ferm_Batch 3196_2023-09-14T11:01:04.684788,ferm_Batch 3196_2023-09-13T21:01:08.684788,ferm_Batch 3196_2023-09-17T15:04:38.684788",22.6,4.564,17.4,76,"Light Rain,Cloudy,Rainy,Cloudy",09/13/2023 05:29 AM,09/18/2023 01:29 AM,"dry_Batch 3196_2023-09-19T15:34:58.684788,dry_Batch 3196_2023-09-19T15:44:37.684788,dry_Batch 3196_2023-09-21T07:47:35.684788,dry_Batch 3196_2023-09-20T11:55:52.684788",09/18/2023 08:29 AM,09/23/2023 02:29 AM,09/13/2023 08:20 AM,09/18/2023 10:22 AM,19.9,65.809,,,,
Batch 3197,Batch 3197,Special,09/15/2021,Honey,,None,87,"ferm_Batch 3197_2021-09-14T00:05:19.780959,ferm_Batch 3197_2021-09-13T20:51:28.780959,ferm_Batch 3197_2021-09-15T10:45:26.780959,ferm_Batch 3197_2021-09-14T23:05:15.780959,ferm_Batch 3197_2021-09-13T01:28:53.780959",25.2,4.859,17.1,88,"Cloudy,Light Rain,Cloudy",09/12/2021 03:40 AM,09/15/2021 07:40 PM,"dry_Batch 3197_2021-09-17T07:56:24.780959,dry_Batch 3197_2021-09-16T18:39:51.780959,dry_Batch 3197_2021-09-17T06:55:08.780959",09/15/2021 10:40 PM,09/21/2021 05:40 PM,09/12/2021 11:23 AM,09/15/2021 11:21 PM,24.2,80.668,2,83,No,0
Batch 3198,Batch 3198,Special,09/24/2022,Honey,,None,90,"ferm_Batch 3198_2022-09-22T08:44:10.518879,ferm_Batch 3198_2022-09-21T11:52:43.518879,ferm_Batch 3198_2022-09-24T19:36:08.518879",28.0,4.524,18.6,61,"Cloudy,Sunny,Partly Cloudy,Sunny",09/20/2022 02:30 AM,09/24/2022 09:30 PM,"dry_Batch 3198_2022-09-27T12:40:07.518879,dry_Batch 3198_2022-09-26T20:26:45.518879,dry_Batch 3198_2022-09-27T07:21:20.518879,dry_Batch 3198_2022-09-28T03:59:01.518879",09/25/2022 02:30 AM,09/29/2022 03:30 PM,09/20/2022 01:21 PM,09/25/2022 05:48 AM,28.0,90.0,3,101,No,0
Batch 3199,Batch 3199,Special,12/06/2021,Honey,,Molasses,89,"ferm_Batch 3199_2021-12-02T12:12:49.329069,ferm_Batch 3199_2021-12-03T19:57:55.329069,ferm_Batch 3199_2021-12-05T14:02:14.329069,ferm_Batch 3199_2021-12-03T04:26:33.329069,ferm_Batch 3199_2021-12-04T22:35:41.329069",25.0,4.665,17.6,78,"Sunny,Sunny,Sunny,Overcast,Sunny",12/01/2021 01:17 PM,12/06/2021 06:17 AM,"dry_Batch 3199_2021-12-08T15:18:44.329069,dry_Batch 3199_2021-12-08T18:52:02.329069,dry_Batch 3199_2021-12-07T17:18:07.329069,dry_Batch 3199_2021-12-07T19:59:03.329069,dry_Batch 3199_2021-12-07T09:48:47.329069",12/06/2021 10:17 AM,12/09/2021 08:17 PM,12/01/2021 09:56 PM,12/06/2021 06:51 AM,20.4,90.0,1,60,No,0
Batch 3200,Batch 3200,Special,11/01/2021,Honey,,None,85,"ferm_Batch 3200_2021-10-28T06:53:25.032367,ferm_Batch 3200_2021-10-28T23:46:01.032367,ferm_Batch 3200_2021-10-30T18:29:20.032367,ferm_Batch 3200_2021-10-30T21:23:09.032367,ferm_Batch 3200_2021-10-29T16:08:56.032367",20.5,4.233,17.7,77,"Sunny,Partly Cloudy,Overcast",10/27/2021 10:38 PM,11/01/2021 12:38 PM,"dry_Batch 3200_2021-11-06T13:27:27.032367,dry_Batch 3200_2021-11-04T16:55:16.032367,dry_Batch 3200_2021-11-03T05:38:14.032367",11/01/2021 06:38 PM,11/07/2021 09:38 AM,10/28/2021 01:43 AM,11/02/2021 12:32 AM,23.4,68.304,0,100,No,0
Batch 3201,Batch 3201,Special,09/19/2023,Washed,Spring Water,None,87,"ferm_Batch 3201_2023-09-16T02:14:55.847022,ferm_Batch 3201_2023-09-16T18:39:19.847022,ferm_Batch 3201_2023-09-17T23:04:12.847022,ferm_Batch 3201_2023-09-17T22:07:24.847022",26.0,4.79,16.4,81,"Cloudy,Light Rain,Partly Cloudy,Cloudy,Light Rain",09/14/2023 05:50 PM,09/19/2023 03:50 PM,"dry_Batch 3201_2023-09-24T22:09:57.847022,dry_Batch 3201_2023-09-21T21:43:15.847022,dry_Batch 3201_2023-09-20T12:04:35.847022",09/20/2023 12:50 AM,09/25/2023 12:50 PM,09/15/2023 01:34 AM,09/19/2023 05:04 PM,19.1,60.0,,,,
Batch 3202,Batch 3202,Special,09/19/2022,Honey,,None,85,"ferm_Batch 3202_2022-09-15T20:20:37.781906,ferm_Batch 3202_2022-09-16T08:46:29.781906,ferm_Batch 3202_2022-09-14T22:09:49.781906,ferm_Batch 3202_2022-09-16T20:53:08.781906",22.8,4.635,19.5,68,"Cloudy,Cloudy,Cloudy,Cloudy",09/14/2022 09:31 PM,09/19/2022 12:31 PM,"dry_Batch 3202_2022-09-20T17:04:57.781906,dry_Batch 3202_2022-09-22T16:48:05.781906,dry_Batch 3202_2022-09-20T19:57:09.781906",09/19/2022 04:31 PM,09/23/2022 04:31 PM,09/15/2022 02:15 AM,09/19/2022 04:24 PM,23.3,81.755,3,87,No,0
Batch 3203,Batch 3203,Special,12/20/2021,Honey,,None,87,"ferm_Batch 3203_2021-12-17T06:30:33.150653,ferm_Batch 3203_2021-12-18T07:10:42.150653,ferm_Batch 3203_2021-12-18T17:50:41.150653",24.6,4.488,19.4,60,"Sunny,Heavy Rain,Heavy Rain",12/14/2021 04:07 PM,12/20/2021 01:07 AM,"dry_Batch 3203_2021-12-23T14:11:21.150653,dry_Batch 3203_2021-12-21T00:15:41.150653,dry_Batch 3203_2021-12-21T01:11:57.150653,dry_Batch 3203_2021-12-23T14:35:23.150653",12/20/2021 08:07 AM,12/24/2021 05:07 AM,12/15/2021 12:11 AM,12/20/2021 08:02 AM,18.0,79.951,0,113,No,0
Batch 3204,Batch 3204,Special,01/27/2024,Honey,,None,86,"ferm_Batch 3204_2024-01-27T08:03:05.044686,ferm_Batch 3204_2024-01-25T21:51:15.044686,ferm_Batch 3204_2024-01-26T18:36:13.044686,ferm_Batch 3204_2024-01-23T22:48:15.044686,ferm_Batch 3204_2024-01-24T20:25:32.044686",25.5,4.303,16.3,81,"Rainy,Cloudy,Cloudy,Sunny,Cloudy",01/22/2024 11:05 PM,01/27/2024 10:05 AM,"dry_Batch 3204_2024-01-31T06:03:34.044686,dry_Batch 3204_2024-01-29T00:45:07.044686,dry_Batch 3204_2024-01-29T22:03:22.044686,dry_Batch 3204_2024-01-28T15:30:16.044686",01/27/2024 11:05 AM,02/01/2024 08:05 AM,01/22/2024 11:47 PM,01/27/2024 11:44 AM,24.1,61.56,3,57,Yes,13
Batch 3205,Batch 3205,Special,06/03/2023,Honey,,None,85,"ferm_Batch 3205_2023-05-31T21:09:46.476944,ferm_Batch 3205_2023-06-02T18:49:44.476944,ferm_Batch 3205_2023-05-31T00:18:05.476944",25.0,4.49,17.2,65,"Sunny,Overcast,Cloudy",05/30/2023 06:29 PM,06/03/2023 05:29 AM,"dry_Batch 3205_2023-06-04T05:19:10.476944,dry_Batch 3205_2023-06-06T21:53:17.476944,dry_Batch 3205_2023-06-04T18:52:34.476944,dry_Batch 3205_2023-06-06T22:10:13.476944",06/03/2023 01:29 PM,06/07/2023 07:29 AM,05/30/2023 07:12 PM,06/03/2023 12:28 PM,28.0,87.26,3,105,No,0
Batch 3206,Batch 3206,Special,04/09/2022,Honey,,Sugar,84,"ferm_Batch 3206_2022-04-07T17:02:34.894249,ferm_Batch 3206_2022-04-08T16:03:28.894249,ferm_Batch 3206_2022-04-07T03:43:23.894249",26.3,5.0,16.3,82,"Sunny,Rainy,Cloudy",04/06/2022 02:12 AM,04/09/2022 08:12 AM,"dry_Batch 3206_2022-04-14T00:40:57.894249,dry_Batch 3206_2022-04-13T11:08:59.894249,dry_Batch 3206_2022-04-11T00:46:33.894249,dry_Batch 3206_2022-04-14T10:58:28.894249",04/09/2022 06:12 PM,04/15/2022 12:12 AM,04/06/2022 04:39 AM,04/09/2022 08:25 AM,26.9,75.625,1,102,No,0
Batch 3207,Batch 3207,Special,05/01/2024,Honey,,None,83,"ferm_Batch 3207_2024-04-29T23:44:55.007756,ferm_Batch 3207_2024-04-29T11:33:36.007756,ferm_Batch 3207_2024-04-28T16:47:33.007756,ferm_Batch 3207_2024-04-30T16:11:51.007756",28.0,4.114,18.0,74,"Cloudy,Partly Cloudy,Overcast,Cloudy",04/28/2024 04:43 PM,05/01/2024 09:43 PM,"dry_Batch 3207_2024-05-03T13:02:32.007756,dry_Batch 3207_2024-05-05T22:54:00.007756,dry_Batch 3207_2024-05-04T04:58:51.007756",05/02/2024 05:43 AM,05/07/2024 07:43 PM,04/29/2024 04:35 AM,05/02/2024 08:29 AM,26.0,77.224,2,105,Yes,21
Batch 3208,Batch 3208,Special,12/21/2022,Washed,Spring Water,None,87,"ferm_Batch 3208_2022-12-17T14:43:01.474327,ferm_Batch 3208_2022-12-19T23:56:23.474327,ferm_Batch 3208_2022-12-20T19:26:39.474327,ferm_Batch 3208_2022-12-19T04:44:16.474327",27.2,4.638,17.3,81,"Overcast,Sunny,Sunny,Light Rain,Sunny",12/17/2022 06:32 AM,12/21/2022 05:32 PM,"dry_Batch 3208_2022-12-25T05:14:13.474327,dry_Batch 3208_2022-12-22T11:04:00.474327,dry_Batch 3208_2022-12-23T02:27:31.474327,dry_Batch 3208_2022-12-23T04:35:42.474327,dry_Batch 3208_2022-12-24T09:13:05.474327",12/22/2022 05:32 AM,12/27/2022 07:32 PM,12/17/2022 04:21 PM,12/22/2022 04:15 AM,20.9,77.515,,,,
Batch 3209,Batch 3209,Special,03/05/2024,Honey,,None,86,"ferm_Batch 3209_2024-03-03T12:26:43.015326,ferm_Batch 3209_2024-03-05T15:58:03.015326,ferm_Batch 3209_2024-03-04T07:02:25.015326,ferm_Batch 3209_2024-03-03T21:24:25.015326",26.1,4.729,17.8,90,"Cloudy,Cloudy,Sunny,Partly Cloudy",03/02/2024 04:38 PM,03/05/2024 08:38 PM,"dry_Batch 3209_2024-03-06T20:07:58.015326,dry_Batch 3209_2024-03-07T04:11:22.015326,dry_Batch 3209_2024-03-07T17:25:47.015326,dry_Batch 3209_2024-03-07T13:57:32.015326,dry_Batch 3209_2024-03-08T20:39:08.015326",03/05/2024 09:38 PM,03/08/2024 11:38 PM,03/02/2024 08:04 PM,03/06/2024 12:15 AM,20.3,67.883,1,90,No,0
Batch 3210,Batch 3210,Special,04/25/2023,Washed,Spring Water,None,84,"ferm_Batch 3210_2023-04-25T03:07:18.104938,ferm_Batch 3210_2023-04-22T11:35:59.104938,ferm_Batch 3210_2023-04-22T23:13:05.104938,ferm_Batch 3210_2023-04-24T18:25:06.104938",18.7,4.993,18.3,73,"Light Rain,Light Rain,Heavy Rain,Light Rain",04/21/2023 06:09 PM,04/25/2023 02:09 PM,"dry_Batch 3210_2023-05-01T23:21:33.104938,dry_Batch 3210_2023-04-28T13:30:11.104938,dry_Batch 3210_2023-04-30T04:15:52.104938,dry_Batch 3210_2023-04-27T18:17:09.104938,dry_Batch 3210_2023-05-01T00:02:12.104938",04/26/2023 12:09 AM,05/02/2023 12:09 AM,04/21/2023 11:09 PM,04/25/2023 10:07 PM,19.8,75.104,,,,
Batch 3211,Batch 3211,Special,08/11/2023,Honey,,None,87,"ferm_Batch 3211_2023-08-09T00:40:33.159922,ferm_Batch 3211_2023-08-09T10:59:23.159922,ferm_Batch 3211_2023-08-08T06:36:44.159922",21.5,4.373,17.5,70,"Heavy Rain,Light Rain,Overcast,Cloudy,Cloudy",08/06/2023 09:41 AM,08/11/2023 01:41 AM,"dry_Batch 3211_2023-08-14T09:56:42.159922,dry_Batch 3211_2023-08-13T10:26:39.159922,dry_Batch 3211_2023-08-11T14:11:56.159922",08/11/2023 11:41 AM,08/15/2023 11:41 PM,08/06/2023 07:16 PM,08/11/2023 08:14 AM,20.7,76.818,0,106,No,0
Batch 3212,Batch 3212,Special,04/02/2023,Washed,Filtered Water,None,84,"ferm_Batch 3212_2023-04-01T21:28:46.447335,ferm_Batch 3212_2023-03-31T03:53:51.447335,ferm_Batch 3212_2023-03-31T22:52:03.447335,ferm_Batch 3212_2023-03-31T00:20:17.447335,ferm_Batch 3212_2023-03-31T21:05:23.447335",18.0,4.595,15.6,74,"Partly Cloudy,Cloudy,Cloudy",03/28/2023 10:04 AM,04/02/2023 11:04 AM,"dry_Batch 3212_2023-04-03T09:27:58.447335,dry_Batch 3212_2023-04-04T08:19:12.447335,dry_Batch 3212_2023-04-04T04:12:15.447335",04/02/2023 07:04 PM,04/06/2023 11:04 PM,03/28/2023 09:39 PM,04/02/2023 05:54 PM,21.9,73.986,,,,
Batch 3213,Batch 3213,Special,01/19/2024,Washed,Well Water,None,87,"ferm_Batch 3213_2024-01-16T04:35:34.978467,ferm_Batch 3213_2024-01-18T00:05:12.978467,ferm_Batch 3213_2024-01-14T16:44:30.978467",24.5,4.519,19.1,90,"Light Rain,Light Rain,Cloudy",01/14/2024 02:12 AM,01/19/2024 03:12 AM,"dry_Batch 3213_2024-01-20T17:52:38.978467,dry_Batch 3213_2024-01-20T04:50:25.978467,dry_Batch 3213_2024-01-20T08:59:49.978467,dry_Batch 3213_2024-01-21T12:16:18.978467,dry_Batch 3213_2024-01-21T17:29:33.978467",01/19/2024 12:12 PM,01/23/2024 12:12 AM,01/14/2024 01:11 PM,01/19/2024 01:56 PM,18.0,77.794,,,,
Batch 3214,Batch 3214,Special,04/30/2022,Washed,Spring Water,None,86,"ferm_Batch 3214_2022-04-30T19:27:38.060651,ferm_Batch 3214_2022-04-27T16:42:19.060651,ferm_Batch 3214_2022-04-27T11:47:04.060651,ferm_Batch 3214_2022-04-29T02:47:10.060651,ferm_Batch 3214_2022-04-29T07:58:50.060651",22.2,4.655,16.9,80,"Partly Cloudy,Cloudy,Light Rain,Cloudy,Rainy",04/26/2022 07:51 AM,04/30/2022 07:51 PM,"dry_Batch 3214_2022-05-03T08:19:36.060651,dry_Batch 3214_2022-05-03T04:58:53.060651,dry_Batch 3214_2022-05-05T09:36:56.060651,dry_Batch 3214_2022-05-01T07:20:09.060651,dry_Batch 3214_2022-05-02T04:29:38.060651",05/01/2022 03:51 AM,05/05/2022 03:51 PM,04/26/2022 09:52 AM,05/01/2022 05:27 AM,22.5,78.887,,,,
Batch 3215,Batch 3215,Special,04/01/2024,Washed,Filtered Water,None,85,"ferm_Batch 3215_2024-03-30T13:37:46.629694,ferm_Batch 3215_2024-03-29T22:56:01.629694,ferm_Batch 3215_2024-04-01T14:38:00.629694,ferm_Batch 3215_2024-03-29T11:56:18.629694",19.9,4.73,17.9,76,"Sunny,Cloudy,Sunny,Light Rain",03/28/2024 04:27 PM,04/01/2024 11:27 PM,"dry_Batch 3215_2024-04-06T13:11:01.629694,dry_Batch 3215_2024-04-04T16:25:19.629694,dry_Batch 3215_2024-04-03T15:48:27.629694,dry_Batch 3215_2024-04-02T09:58:06.629694,dry_Batch 3215_2024-04-05T00:47:14.629694",04/02/2024 01:27 AM,04/06/2024 04:27 PM,03/28/2024 10:29 PM,04/02/2024 04:16 AM,19.6,73.951,,,,
Batch 3216,Batch 3216,Special,03/03/2023,Honey,,None,84,"ferm_Batch 3216_2023-03-01T03:43:11.372139,ferm_Batch 3216_2023-03-02T21:00:35.372139,ferm_Batch 3216_2023-03-03T13:19:48.372139",22.6,4.714,17.2,71,"Light Rain,Cloudy,Sunny,Light Rain",02/28/2023 01:17 PM,03/03/2023 06:17 PM,"dry_Batch 3216_2023-03-05T02:15:51.372139,dry_Batch 3216_2023-03-04T08:26:24.372139,dry_Batch 3216_2023-03-06T17:58:55.372139,dry_Batch 3216_2023-03-08T00:19:46.372139",03/03/2023 11:17 PM,03/09/2023 05:17 AM,02/28/2023 04:41 PM,03/03/2023 06:24 PM,22.8,73.817,0,74,No,0
Batch 3217,Batch 3217,Special,02/23/2024,Honey,,None,87,"ferm_Batch 3217_2024-02-23T09:38:56.059489,ferm_Batch 3217_2024-02-19T09:06:47.059489,ferm_Batch 3217_2024-02-19T04:06:19.059489,ferm_Batch 3217_2024-02-21T19:03:23.059489,ferm_Batch 3217_2024-02-21T09:38:27.059489",22.8,4.362,17.4,62,"Rainy,Sunny,Sunny",02/18/2024 04:02 PM,02/23/2024 04:02 PM,"dry_Batch 3217_2024-02-26T14:26:10.059489,dry_Batch 3217_2024-02-27T19:48:11.059489,dry_Batch 3217_2024-02-26T00:14:18.059489",02/24/2024 02:02 AM,02/28/2024 10:02 PM,02/19/2024 02:31 AM,02/23/2024 05:12 PM,18.0,90.0,2,79,No,0
Batch 3218,Batch 3218,Special,02/16/2024,Washed,Spring Water,None,84,"ferm_Batch 3218_2024-02-13T01:40:06.486609,ferm_Batch 3218_2024-02-13T09:34:40.486609,ferm_Batch 3218_2024-02-13T22:29:44.486609,ferm_Batch 3218_2024-02-13T13:32:20.486609,ferm_Batch 3218_2024-02-14T01:53:09.486609",23.5,4.306,16.0,62,"Light Rain,Rainy,Sunny,Cloudy,Sunny",02/11/2024 07:08 PM,02/16/2024 08:08 PM,"dry_Batch 3218_2024-02-17T17:06:40.486609,dry_Batch 3218_2024-02-18T01:04:59.486609,dry_Batch 3218_2024-02-17T08:48:24.486609,dry_Batch 3218_2024-02-17T09:52:39.486609,dry_Batch 3218_2024-02-19T15:15:20.486609",02/17/2024 05:08 AM,02/20/2024 01:08 PM,02/12/2024 06:29 AM,02/17/2024 01:04 AM,21.3,64.442,,,,
Batch 3219,Batch 3219,Special,04/03/2024,Honey,,None,90,"ferm_Batch 3219_2024-03-31T20:02:35.864616,ferm_Batch 3219_2024-04-02T11:14:12.864616,ferm_Batch 3219_2024-03-31T09:58:01.864616",27.2,4.336,18.3,90,"Overcast,Cloudy,Cloudy",03/29/2024 05:39 AM,04/03/2024 06:39 AM,"dry_Batch 3219_2024-04-04T14:59:26.864616,dry_Batch 3219_2024-04-09T00:27:21.864616,dry_Batch 3219_2024-04-08T10:42:00.864616",04/03/2024 07:39 AM,04/09/2024 02:39 AM,03/29/2024 01:47 PM,04/03/2024 02:42 PM,19.7,69.554,0,97,No,0
Batch 3220,Batch 3220,Special,10/18/2022,Honey,,None,88,"ferm_Batch 3220_2022-10-15T01:53:56.788961,ferm_Batch 3220_2022-10-16T10:09:50.788961,ferm_Batch 3220_2022-10-17T00:13:24.788961,ferm_Batch 3220_2022-10-16T00:18:54.788961,ferm_Batch 3220_2022-10-17T17:28:53.788961",27.8,4.101,17.6,88,"Cloudy,Heavy Rain,Sunny,Cloudy,Overcast",10/14/2022 06:16 PM,10/18/2022 04:16 PM,"dry_Batch 3220_2022-10-22T06:39:53.788961,dry_Batch 3220_2022-10-21T16:00:22.788961,dry_Batch 3220_2022-10-20T02:33:12.788961,dry_Batch 3220_2022-10-20T18:56:06.788961,dry_Batch 3220_2022-10-20T13:34:29.788961",10/19/2022 02:16 AM,10/22/2022 07:16 AM,10/14/2022 08:21 PM,10/19/2022 03:31 AM,28.0,67.918,2,72,Yes,19
Batch 3221,Batch 3221,Special,11/29/2021,Honey,,None,88,"ferm_Batch 3221_2021-11-28T01:08:35.742404,ferm_Batch 3221_2021-11-27T03:20:11.742404,ferm_Batch 3221_2021-11-28T07:14:03.742404",19.8,4.511,18.5,82,"Cloudy,Cloudy,Cloudy",11/25/2021 04:40 AM,11/29/2021 07:40 PM,"dry_Batch 3221_2021-12-02T20:20:37.742404,dry_Batch 3221_2021-12-01T08:17:46.742404,dry_Batch 3221_2021-11-30T14:26:27.742404,dry_Batch 3221_2021-11-30T07:27:32.742404,dry_Batch 3221_2021-12-04T11:33:48.742404",11/30/2021 06:40 AM,12/04/2021 11:40 AM,11/25/2021 01:01 PM,11/29/2021 11:30 PM,23.9,73.912,0,79,No,0
Batch 3222,Batch 3222,Normal,07/02/2023,Washed,Well Water,None,85,"ferm_Batch 3222_2023-07-02T00:32:54.418951,ferm_Batch 3222_2023-06-30T06:01:33.418951,ferm_Batch 3222_2023-07-02T08:39:13.418951",23.3,4.523,15.6,64,"Cloudy,Rainy,Sunny,Light Rain,Cloudy",06/27/2023 02:43 PM,07/02/2023 02:43 PM,"dry_Batch 3222_2023-07-04T00:41:03.418951,dry_Batch 3222_2023-07-05T02:20:14.418951,dry_Batch 3222_2023-07-03T08:33:56.418951",07/02/2023 04:43 PM,07/08/2023 04:43 PM,06/27/2023 10:09 PM,07/03/2023 12:35 AM,28.0,69.35,,,,
Batch 3223,Batch 3223,Special,10/30/2022,Honey,,None,87,"ferm_Batch 3223_2022-10-28T07:57:09.221325,ferm_Batch 3223_2022-10-27T08:36:04.221325,ferm_Batch 3223_2022-10-29T10:08:37.221325,ferm_Batch 3223_2022-10-28T04:58:11.221325,ferm_Batch 3223_2022-10-27T05:04:44.221325",22.7,4.799,19.0,90,"Partly Cloudy,Heavy Rain,Light Rain,Partly Cloudy",10/26/2022 12:50 PM,10/30/2022 12:50 AM,"dry_Batch 3223_2022-11-02T21:15:26.221325,dry_Batch 3223_2022-11-04T04:25:54.221325,dry_Batch 3223_2022-10-31T15:37:28.221325",10/30/2022 07:50 AM,11/04/2022 07:50 AM,10/26/2022 09:38 PM,10/30/2022 02:09 AM,20.0,77.065,3,106,No,0
Batch 3224,Batch 3224,Special,03/25/2022,Washed,Spring Water,None,85,"ferm_Batch 3224_2022-03-23T16:26:29.923156,ferm_Batch 3224_2022-03-20T16:56:03.923156,ferm_Batch 3224_2022-03-20T15:52:05.923156,ferm_Batch 3224_2022-03-25T08:14:47.923156,ferm_Batch 3224_2022-03-25T06:29:07.923156",21.2,4.476,18.6,71,"Cloudy,Overcast,Cloudy,Light Rain",03/20/2022 10:21 AM,03/25/2022 11:21 AM,"dry_Batch 3224_2022-03-28T16:09:34.923156,dry_Batch 3224_2022-03-29T01:49:36.923156,dry_Batch 3224_2022-03-29T02:13:39.923156",03/25/2022 04:21 PM,03/30/2022 11:21 AM,03/20/2022 01:24 PM,03/25/2022 10:33 PM,27.3,60.0,,,,
